-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,1028,1032,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,1028,120,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,149,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,513,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,1028,1032,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,1028,120,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,1028,1032,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,340,0,1088,-,"",14,572,0,0,-,"",7,513,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,484,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,4,1176,-,"",6,510,0,0,-,"",18,551,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,149,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,149,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,513,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,4,136,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,512,0,0,-,"",15,469,0,0,-,"",2,686,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,149,4,1176,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,685,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,513,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,507,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,0,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
-,"",8,339,0,1088,-,"",14,572,0,0,-,"",7,512,0,1088,-,"",11,513,0,0,-,"",10,726,0,0,-,"",13,537,0,0,-,"",9,873,0,224,-,"",12,511,0,0,-,"",15,469,0,0,-,"",2,686,0,160,-,"",17,449,0,0,-,"",1,508,0,0,-,"",5,508,0,0,-,"",4,294,0,1088,-,"",16,485,0,0,-,"",3,150,1028,1224,-,"",6,510,0,0,-,"",18,550,0,0
